ssn,type,count_type
389-36-4337,jcb,1
389-36-4337,laser,1
389-80-0379,jcb,1
389-80-0379,mastercard,1
389-99-0824,jcb,2
390-26-1589,bankcard,1
390-26-1589,jcb,1
390-36-2641,jcb,2
391-15-5981,jcb,2
391-41-0495,laser,1
391-41-0495,visa-electron,1
392-45-9136,diners-club-carte-blanche,1
392-45-9136,jcb,2
392-45-9136,mastercard,1
393-21-3723,jcb,1
393-21-3723,mastercard,1
393-21-3723,switch,1
394-12-3736,maestro,1
394-12-3736,visa,1
394-83-7255,jcb,1
394-83-7255,mastercard,1
395-41-1022,americanexpress,1
395-41-1022,jcb,2
395-78-2193,bankcard,1
395-78-2193,jcb,1
396-45-6947,jcb,2
396-45-6947,laser,1
396-46-7956,instapayment,1
396-46-7956,switch,1
397-97-9302,americanexpress,1
397-97-9302,jcb,1
398-21-3007,china-unionpay,1
398-21-3007,jcb,1
398-95-6560,jcb,2
399-40-6115,diners-club-us-ca,1
399-40-6115,jcb,1
399-46-7687,bankcard,1
399-46-7687,jcb,1
400-82-0858,jcb,1
400-82-0858,maestro,1
401-39-1124,diners-club-enroute,1
401-39-1124,mastercard,1
401-45-1612,diners-club-us-ca,1
401-45-1612,jcb,1
401-89-0540,jcb,2
401-89-0540,visa-electron,1
402-52-0800,jcb,1
402-52-0800,visa,1
402-93-9739,diners-club-carte-blanche,1
402-93-9739,visa-electron,1
403-73-7453,china-unionpay,1
403-73-7453,jcb,1
404-22-2079,jcb,1
404-22-2079,switch,1
404-83-5724,diners-club-enroute,1
404-83-5724,jcb,2
404-92-6880,diners-club-carte-blanche,1
404-92-6880,switch,1
404-96-7354,jcb,2
406-12-7365,jcb,1
406-12-7365,laser,1
406-12-7365,mastercard,1
406-20-5256,china-unionpay,1
406-20-5256,jcb,1
406-29-6226,americanexpress,1
406-29-6226,instapayment,1
406-31-7137,maestro,2
406-56-6431,americanexpress,1
406-56-6431,visa-electron,1
406-83-2447,jcb,1
406-83-2447,mastercard,1
407-96-5985,jcb,1
407-96-5985,maestro,1
408-42-1394,jcb,3
408-79-4072,jcb,2
409-14-4609,diners-club-carte-blanche,1
409-14-4609,mastercard,1
409-14-4609,visa,1
409-88-9549,switch,1
409-88-9549,visa-electron,1
409-99-3791,china-unionpay,1
409-99-3791,instapayment,1
410-01-9458,bankcard,1
410-01-9458,jcb,1
411-59-0473,china-unionpay,1
411-59-0473,jcb,1
411-65-1383,instapayment,1
411-65-1383,solo,1
413-35-1339,china-unionpay,1
413-35-1339,visa-electron,1
413-54-4659,jcb,2
413-87-3471,diners-club-enroute,1
413-87-3471,jcb,1
414-24-9092,china-unionpay,1
414-24-9092,jcb,1
414-58-3066,jcb,2
414-58-3066,maestro,1
418-56-1306,jcb,1
418-56-1306,switch,1
419-04-7934,china-unionpay,1
419-04-7934,jcb,1
419-55-1909,jcb,1
419-55-1909,maestro,1
419-66-9480,laser,1
419-66-9480,maestro,1
421-06-3209,diners-club-carte-blanche,1
421-06-3209,visa-electron,1
421-08-0682,jcb,2
421-24-4535,americanexpress,1
421-24-4535,jcb,1
421-79-3445,americanexpress,1
421-79-3445,jcb,1
422-94-1705,jcb,1
422-94-1705,visa-electron,1
422-99-5980,americanexpress,1
422-99-5980,maestro,1
423-34-8209,jcb,2
424-48-3335,diners-club-enroute,1
424-48-3335,laser,1
424-48-3335,switch,1
424-85-9260,china-unionpay,1
424-85-9260,diners-club-carte-blanche,1
424-85-9260,visa-electron,1
425-56-8051,jcb,2
425-59-9626,jcb,1
425-59-9626,maestro,1
425-59-9626,mastercard,1
426-10-4048,americanexpress,1
426-10-4048,visa-electron,1
426-39-3570,diners-club-carte-blanche,1
426-39-3570,switch,2
426-49-5509,jcb,2
426-49-5509,laser,1
426-74-1060,china-unionpay,1
426-74-1060,jcb,1
426-74-1060,mastercard,1
429-03-3471,jcb,1
429-03-3471,maestro,1
431-08-1100,americanexpress,1
431-08-1100,instapayment,1
431-08-1100,maestro,1
431-78-4465,bankcard,1
431-78-4465,diners-club-carte-blanche,1
432-74-6472,diners-club-carte-blanche,1
432-74-6472,maestro,1
434-22-4942,jcb,1
434-22-4942,visa,1
435-98-4762,switch,1
435-98-4762,visa-electron,1
436-10-7663,china-unionpay,1
436-10-7663,jcb,1
436-10-7663,maestro,1
436-10-7663,mastercard,1
436-19-1777,jcb,1
436-19-1777,visa-electron,1
437-35-5301,jcb,2
439-48-2274,americanexpress,1
439-48-2274,switch,1
440-58-8923,americanexpress,1
440-58-8923,jcb,1
441-43-4093,maestro,1
441-43-4093,mastercard,1
442-55-3102,jcb,2
442-55-3102,visa-electron,1
443-10-7496,americanexpress,1
443-10-7496,jcb,1
443-34-3528,visa,1
443-34-3528,visa-electron,1
444-94-8672,jcb,3
445-40-5161,jcb,2
445-67-7615,instapayment,1
445-67-7615,jcb,1
445-67-7615,switch,1
446-66-3945,jcb,2
446-66-3945,visa-electron,1
446-74-8852,jcb,1
446-74-8852,mastercard,1
446-95-6287,jcb,2
447-04-8565,diners-club-enroute,1
447-04-8565,jcb,1
447-20-7649,china-unionpay,1
447-20-7649,jcb,1
447-58-7621,americanexpress,2
448-55-6240,jcb,1
448-55-6240,visa-electron,1
450-72-3777,jcb,1
450-72-3777,mastercard,1
452-73-5270,jcb,2
453-41-3824,maestro,1
453-41-3824,mastercard,1
453-69-9461,jcb,1
453-69-9461,switch,1
455-35-6534,jcb,1
455-35-6534,switch,1
456-81-2104,china-unionpay,1
456-81-2104,jcb,1
456-81-3655,diners-club-enroute,1
456-81-3655,jcb,1
456-81-3655,mastercard,1
456-85-4771,jcb,2
456-85-4771,solo,1
457-12-3742,diners-club-enroute,1
457-12-3742,jcb,1
457-13-9092,china-unionpay,1
457-13-9092,jcb,1
457-43-4671,diners-club-carte-blanche,1
457-43-4671,visa,1
457-82-4837,bankcard,1
457-82-4837,jcb,1
458-52-0112,jcb,1
458-52-0112,mastercard,1
458-99-6770,bankcard,1
458-99-6770,instapayment,1
459-42-2216,china-unionpay,1
459-42-2216,jcb,1
459-84-9641,americanexpress,1
459-84-9641,jcb,1
460-69-3190,maestro,1
460-69-3190,visa-electron,1
461-81-4178,americanexpress,1
461-81-4178,jcb,2
462-35-1316,jcb,4
462-41-5384,jcb,1
462-41-5384,switch,1
463-18-2501,jcb,2
463-18-2501,maestro,1
466-42-6472,jcb,1
466-42-6472,solo,1
466-50-3124,diners-club-carte-blanche,1
466-50-3124,jcb,1
466-97-9195,diners-club-us-ca,1
466-97-9195,jcb,1
466-97-9195,visa-electron,1
467-20-8945,bankcard,1
467-20-8945,china-unionpay,1
467-20-8945,maestro,1
468-60-2889,diners-club-carte-blanche,1
468-60-2889,jcb,1
468-60-2889,switch,1
468-85-0943,jcb,2
469-50-6043,jcb,2
470-99-4389,jcb,1
470-99-4389,switch,1
471-76-8326,diners-club-carte-blanche,1
471-76-8326,mastercard,1
472-84-1425,china-unionpay,1
472-84-1425,jcb,1
473-01-5965,jcb,1
473-01-5965,visa,1
473-26-3839,diners-club-carte-blanche,1
473-26-3839,jcb,1
475-54-7864,diners-club-enroute,1
475-54-7864,visa-electron,1
475-99-2221,jcb,1
475-99-2221,switch,1
476-80-3305,maestro,1
476-80-3305,mastercard,1
477-10-3650,diners-club-enroute,1
477-10-3650,jcb,1
477-10-3650,switch,1
477-63-4008,diners-club-enroute,1
477-63-4008,jcb,1
478-22-5028,china-unionpay,1
478-22-5028,jcb,1
478-22-5028,maestro,1
478-24-8248,jcb,1
478-24-8248,mastercard,1
478-43-2378,mastercard,1
478-43-2378,switch,1
478-49-7513,diners-club-carte-blanche,1
478-49-7513,jcb,1
478-75-2109,jcb,1
478-75-2109,solo,1
478-91-3076,china-unionpay,1
478-91-3076,mastercard,1
481-22-0590,mastercard,1
481-22-0590,visa-electron,1
481-99-3410,instapayment,1
481-99-3410,jcb,1
481-99-3410,solo,1
481-99-3410,visa-electron,1
482-14-6308,bankcard,1
482-14-6308,jcb,2
483-50-9092,bankcard,1
483-50-9092,diners-club-carte-blanche,1
483-50-9092,mastercard,1
484-35-3406,jcb,2
485-60-4921,jcb,2
489-45-8794,bankcard,1
489-45-8794,china-unionpay,1
489-45-8794,jcb,1
490-09-8630,laser,1
490-09-8630,mastercard,1
490-15-5725,jcb,2
490-75-7767,instapayment,1
490-75-7767,switch,1
491-17-5402,bankcard,1
491-17-5402,jcb,1
492-50-0435,americanexpress,1
492-50-0435,mastercard,1
492-61-7554,china-unionpay,1
492-61-7554,jcb,1
493-64-4869,laser,1
493-64-4869,mastercard,1
494-06-1200,diners-club-enroute,1
494-06-1200,jcb,1
494-06-1200,switch,1
494-40-2282,jcb,1
494-40-2282,switch,1
494-59-8810,diners-club-carte-blanche,1
494-59-8810,jcb,1
494-86-1670,jcb,3
495-07-1121,diners-club-carte-blanche,1
495-07-1121,solo,1
495-07-1121,visa-electron,1
495-57-3890,jcb,1
495-57-3890,visa-electron,1
496-80-0397,diners-club-carte-blanche,1
496-80-0397,diners-club-enroute,1
497-03-9177,jcb,1
497-03-9177,mastercard,1
497-57-2071,jcb,3
497-85-0108,jcb,1
497-85-0108,switch,1
497-98-9518,bankcard,1
497-98-9518,jcb,1
498-22-2688,bankcard,1
498-22-2688,jcb,1
498-58-5841,bankcard,1
498-58-5841,jcb,1
498-60-0305,jcb,2
498-76-9634,diners-club-international,1
498-76-9634,mastercard,1
499-73-7936,jcb,2
499-73-7936,visa,1
503-07-6727,china-unionpay,1
503-07-6727,diners-club-enroute,1
506-54-1101,solo,1
506-54-1101,switch,1
508-12-4770,jcb,1
508-12-4770,visa-electron,1
508-70-7530,diners-club-enroute,1
508-70-7530,jcb,1
508-72-1839,diners-club-carte-blanche,1
508-72-1839,mastercard,1
508-72-1839,visa,1
508-89-9650,china-unionpay,1
508-89-9650,jcb,2
509-04-1448,jcb,1
509-04-1448,laser,1
509-04-1448,mastercard,1
509-55-8355,diners-club-carte-blanche,1
509-55-8355,jcb,1
510-60-6003,diners-club-carte-blanche,1
510-60-6003,maestro,1
512-36-3397,instapayment,1
512-36-3397,jcb,1
512-79-6452,diners-club-enroute,1
512-79-6452,switch,1
512-91-8724,americanexpress,1
512-91-8724,diners-club-enroute,1
512-91-8724,jcb,1
513-15-4109,jcb,1
513-15-4109,visa-electron,1
513-27-5493,jcb,2
513-27-5493,visa-electron,1
516-66-4534,diners-club-enroute,1
516-66-4534,jcb,1
516-66-4534,laser,1
516-66-4534,mastercard,1
516-79-6909,jcb,2
516-85-3624,americanexpress,1
516-85-3624,jcb,2
517-01-0428,americanexpress,1
517-01-0428,jcb,1
517-55-6588,jcb,1
517-55-6588,solo,1
517-58-0134,bankcard,1
517-58-0134,jcb,1
518-71-8887,jcb,1
518-71-8887,mastercard,1
519-32-7389,diners-club-enroute,1
519-32-7389,switch,1
520-62-6737,china-unionpay,1
520-62-6737,jcb,1
521-11-9387,laser,1
521-11-9387,switch,1
522-14-6809,bankcard,1
522-14-6809,jcb,1
522-14-6809,visa-electron,1
522-60-8209,jcb,3
523-14-5080,americanexpress,1
523-14-5080,instapayment,1
523-39-2228,diners-club-carte-blanche,1
523-39-2228,jcb,1
523-43-3790,china-unionpay,1
523-43-3790,mastercard,1
523-55-9919,maestro,1
523-55-9919,mastercard,1
523-63-3412,jcb,2
523-63-3412,maestro,1
524-25-8511,china-unionpay,1
524-25-8511,diners-club-enroute,1
524-25-8511,jcb,1
524-32-3387,jcb,1
524-32-3387,maestro,1
524-90-4905,diners-club-enroute,1
524-90-4905,jcb,1
526-20-4870,diners-club-carte-blanche,1
526-20-4870,mastercard,1
526-20-4870,visa-electron,1
526-32-4393,diners-club-enroute,1
526-32-4393,jcb,1
526-50-4789,jcb,1
526-50-4789,maestro,1
526-50-4789,visa-electron,1
527-77-8337,diners-club-us-ca,1
527-77-8337,mastercard,1
527-99-5279,diners-club-enroute,1
527-99-5279,maestro,1
528-21-5746,bankcard,1
528-21-5746,mastercard,1
528-70-7888,diners-club-carte-blanche,1
528-70-7888,jcb,1
528-70-7888,maestro,1
529-31-5972,jcb,2
530-19-0999,jcb,1
530-19-0999,switch,1
530-74-1039,jcb,1
530-74-1039,mastercard,1
530-82-7970,diners-club-us-ca,1
530-82-7970,jcb,1
530-82-7970,visa,1
531-19-3242,bankcard,1
531-19-3242,mastercard,2
532-56-3395,americanexpress,1
532-56-3395,diners-club-carte-blanche,1
533-05-8712,jcb,1
533-05-8712,mastercard,1
533-48-9274,jcb,1
533-48-9274,mastercard,1
534-43-1517,diners-club-carte-blanche,1
534-43-1517,jcb,1
535-42-8216,jcb,2
536-19-7881,diners-club-us-ca,1
536-19-7881,jcb,1
536-70-8099,americanexpress,2
536-71-7650,bankcard,1
536-71-7650,jcb,1
537-21-9773,diners-club-us-ca,1
537-21-9773,jcb,1
537-36-4565,diners-club-enroute,1
537-36-4565,instapayment,1
539-44-4298,mastercard,2
540-44-5586,bankcard,1
540-44-5586,jcb,1
540-83-2687,diners-club-carte-blanche,1
540-83-2687,mastercard,1
541-41-0705,instapayment,1
541-41-0705,maestro,1
543-55-5623,bankcard,1
543-55-5623,jcb,1
543-55-5623,maestro,1
544-59-4732,americanexpress,1
544-59-4732,maestro,1
545-88-6949,diners-club-enroute,1
545-88-6949,jcb,1
546-80-9828,diners-club-enroute,1
546-80-9828,jcb,1
546-90-1770,jcb,3
547-18-2407,instapayment,1
547-18-2407,jcb,1
548-67-3241,americanexpress,1
548-67-3241,bankcard,1
548-67-3241,diners-club-international,1
548-67-3241,jcb,1
548-85-2658,bankcard,1
548-85-2658,mastercard,1
549-42-4413,jcb,3
549-42-4413,mastercard,1
549-59-9852,jcb,2
552-52-7186,china-unionpay,1
552-52-7186,jcb,1
552-78-4543,jcb,1
552-78-4543,laser,1
553-45-3792,jcb,2
553-82-3383,americanexpress,1
553-82-3383,solo,1
554-45-0934,bankcard,2
555-34-9548,diners-club-enroute,1
555-34-9548,diners-club-us-ca,1
555-34-9548,jcb,1
555-45-3163,americanexpress,1
555-45-3163,jcb,1
555-64-5921,jcb,3
555-82-5126,jcb,1
555-82-5126,mastercard,1
555-87-8921,diners-club-enroute,1
555-87-8921,instapayment,1
555-87-8921,mastercard,1
557-45-1648,jcb,1
557-45-1648,laser,1
557-67-2662,bankcard,1
557-67-2662,jcb,1
557-91-0986,diners-club-us-ca,1
557-91-0986,switch,1
558-19-0997,jcb,1
558-19-0997,switch,1
558-19-1791,bankcard,1
558-19-1791,mastercard,1
559-54-0581,bankcard,1
559-54-0581,diners-club-carte-blanche,1
559-54-0581,jcb,1
559-57-0328,jcb,1
559-57-0328,solo,1
560-03-7732,americanexpress,1
560-03-7732,diners-club-enroute,1
560-03-7732,instapayment,1
562-84-6955,laser,1
562-84-6955,maestro,1
563-37-5867,mastercard,1
563-37-5867,visa,1
563-49-2315,americanexpress,1
563-49-2315,laser,1
563-49-2315,solo,1
563-82-8043,jcb,2
563-98-6446,china-unionpay,1
563-98-6446,jcb,1
564-14-7723,jcb,1
564-14-7723,visa-electron,1
564-37-1494,jcb,1
564-37-1494,mastercard,1
564-37-1494,visa-electron,1
566-38-3882,jcb,1
566-38-3882,maestro,1
566-56-8569,jcb,2
566-60-4865,jcb,1
566-60-4865,laser,1
567-03-3350,diners-club-us-ca,1
567-03-3350,mastercard,1
567-83-7508,jcb,1
567-83-7508,mastercard,1
568-93-6971,maestro,1
568-93-6971,solo,1
569-15-8093,jcb,1
569-15-8093,mastercard,1
569-38-9227,instapayment,1
569-38-9227,jcb,1
569-38-9227,switch,1
569-71-8245,mastercard,1
569-71-8245,switch,1
570-17-4514,diners-club-carte-blanche,1
570-17-4514,visa-electron,1
570-28-6731,jcb,3
571-30-2010,diners-club-carte-blanche,1
571-30-2010,jcb,2
571-30-2010,mastercard,1
571-34-2715,americanexpress,1
571-34-2715,instapayment,1
572-71-0773,jcb,2
574-53-2032,instapayment,1
574-53-2032,jcb,1
574-89-6636,jcb,1
574-89-6636,mastercard,1
575-06-8886,jcb,1
575-06-8886,switch,1
575-19-1091,bankcard,1
575-19-1091,maestro,1
575-24-7636,diners-club-enroute,1
575-24-7636,maestro,1
577-82-5471,diners-club-us-ca,1
577-82-5471,jcb,1
577-83-3309,jcb,2
578-09-0960,china-unionpay,1
578-09-0960,jcb,1
579-74-6865,laser,1
579-74-6865,mastercard,1
579-90-0912,diners-club-carte-blanche,1
579-90-0912,jcb,1
580-30-1263,china-unionpay,1
580-30-1263,diners-club-carte-blanche,1
581-61-8012,jcb,2
581-86-1247,diners-club-enroute,1
581-86-1247,maestro,1
582-51-9033,jcb,1
582-51-9033,visa,1
582-53-4617,diners-club-enroute,1
582-53-4617,jcb,1
583-08-9901,bankcard,1
583-08-9901,jcb,2
584-29-5944,jcb,2
584-42-9341,instapayment,1
584-42-9341,switch,1
585-77-7818,jcb,1
585-77-7818,visa-electron,1
586-27-0245,maestro,2
587-11-5099,diners-club-enroute,1
587-11-5099,jcb,1
587-25-0123,diners-club-carte-blanche,1
587-25-0123,jcb,1
587-26-2140,diners-club-enroute,1
587-26-2140,jcb,2
587-38-9571,jcb,2
587-57-7863,mastercard,2
588-05-0697,jcb,1
588-05-0697,mastercard,1
588-76-9752,jcb,1
588-76-9752,mastercard,1
588-76-9752,visa-electron,1
589-89-1856,bankcard,1
589-89-1856,mastercard,1
590-18-3462,china-unionpay,1
590-18-3462,mastercard,1
590-61-0483,china-unionpay,1
590-61-0483,jcb,2
590-61-0483,switch,1
590-93-4856,jcb,1
590-93-4856,maestro,1
592-40-0006,americanexpress,1
592-40-0006,switch,1
592-80-8087,americanexpress,2
592-80-8087,jcb,1
592-81-1580,diners-club-carte-blanche,1
592-81-1580,jcb,1
593-40-9528,maestro,1
593-40-9528,switch,1
594-70-9789,jcb,1
594-70-9789,maestro,1
596-52-9293,instapayment,1
596-52-9293,visa,1
597-51-7288,americanexpress,1
597-51-7288,china-unionpay,1
598-79-6216,jcb,1
598-79-6216,switch,1
599-39-1444,jcb,2
599-39-1444,switch,1
601-89-9090,china-unionpay,1
601-89-9090,jcb,1
602-06-4219,jcb,1
602-06-4219,visa,1
602-96-8874,jcb,1
602-96-8874,visa,1
603-36-1668,jcb,1
603-36-1668,mastercard,1
603-56-6635,jcb,1
603-56-6635,mastercard,1
603-56-6635,visa-electron,1
603-74-3514,jcb,2
603-74-3514,mastercard,1
603-82-5601,jcb,1
603-82-5601,mastercard,1
603-82-5601,visa-electron,1
604-64-0750,maestro,2
604-64-0750,visa,1
605-31-4003,jcb,1
605-31-4003,mastercard,1
605-53-2866,jcb,1
605-53-2866,switch,1
605-70-7019,bankcard,1
605-70-7019,diners-club-carte-blanche,1
605-70-7019,jcb,2
606-85-7533,americanexpress,1
606-85-7533,jcb,1
606-88-4393,diners-club-carte-blanche,1
606-88-4393,jcb,1
606-90-4240,americanexpress,1
606-90-4240,mastercard,1
607-24-3856,jcb,2
607-77-8637,jcb,2
608-71-2352,bankcard,1
608-71-2352,china-unionpay,1
608-71-2352,jcb,1
608-71-2352,visa-electron,1
609-33-5429,china-unionpay,1
609-33-5429,maestro,1
609-33-5429,mastercard,1
610-95-9425,americanexpress,1
610-95-9425,china-unionpay,1
610-95-9425,maestro,1
611-59-5522,jcb,2
611-59-5522,mastercard,1
612-16-3016,jcb,2
612-81-6651,diners-club-carte-blanche,1
612-81-6651,jcb,1
613-01-2573,maestro,1
613-01-2573,solo,1
613-01-2573,visa-electron,1
613-48-0460,jcb,1
613-48-0460,visa-electron,1
613-76-0749,diners-club-carte-blanche,1
613-76-0749,diners-club-enroute,1
613-89-3154,jcb,2
614-16-9013,jcb,2
614-48-8714,jcb,1
614-48-8714,mastercard,1
614-59-3430,diners-club-enroute,1
614-59-3430,jcb,1
614-86-8234,bankcard,2
614-86-8234,jcb,1
615-85-0946,diners-club-carte-blanche,1
615-85-0946,maestro,1
616-18-0807,jcb,1
616-18-0807,laser,1
616-18-0807,switch,1
616-19-7734,jcb,2
616-19-7734,mastercard,1
616-31-3080,diners-club-carte-blanche,1
616-31-3080,maestro,1
616-31-3080,mastercard,1
616-31-3080,visa,1
617-47-2688,instapayment,1
617-47-2688,jcb,1
617-47-2688,visa-electron,1
618-85-6405,jcb,1
618-85-6405,switch,1
618-95-9587,americanexpress,1
618-95-9587,jcb,1
619-62-1257,jcb,2
619-74-6361,jcb,1
619-74-6361,maestro,1
619-74-6361,mastercard,1
620-03-2071,bankcard,1
620-03-2071,jcb,1
620-39-5807,maestro,1
620-39-5807,mastercard,1
620-63-1708,bankcard,1
620-63-1708,mastercard,1
620-63-1708,switch,1
622-66-1921,americanexpress,1
622-66-1921,maestro,1
623-42-0335,jcb,2
624-09-6955,diners-club-international,1
624-09-6955,instapayment,1
624-58-8432,bankcard,1
624-58-8432,mastercard,1
625-19-3841,mastercard,1
625-19-3841,solo,1
626-08-6971,bankcard,1
626-08-6971,jcb,1
626-69-9473,jcb,1
626-69-9473,visa-electron,1
627-12-4034,jcb,2
628-01-2886,china-unionpay,1
628-01-2886,diners-club-carte-blanche,1
628-70-2035,bankcard,1
628-70-2035,diners-club-carte-blanche,1
628-70-2035,jcb,1
628-95-3281,jcb,2
628-95-3281,switch,1
629-25-1805,jcb,1
629-25-1805,maestro,1
629-49-4281,jcb,1
629-49-4281,mastercard,1
629-97-1542,jcb,2
633-66-1233,jcb,1
633-66-1233,switch,1
634-34-9204,bankcard,1
634-34-9204,switch,1
634-86-5522,china-unionpay,1
634-86-5522,jcb,1
634-89-2284,jcb,1
634-89-2284,switch,1
635-61-1125,jcb,2
635-61-1125,maestro,1
635-79-2061,china-unionpay,1
635-79-2061,jcb,1
635-79-2061,laser,1
636-43-7551,jcb,1
636-43-7551,switch,1
636-43-9833,diners-club-carte-blanche,1
636-43-9833,jcb,1
637-36-7153,china-unionpay,1
637-36-7153,jcb,1
637-36-7153,visa,1
639-01-6612,jcb,1
639-01-6612,mastercard,1
639-43-4289,jcb,2
639-43-4289,visa-electron,1
640-01-3779,diners-club-enroute,1
640-01-3779,jcb,1
640-66-3177,bankcard,1
640-66-3177,jcb,2
641-03-2743,jcb,1
641-03-2743,maestro,1
641-03-2743,solo,1
642-30-5976,bankcard,1
642-30-5976,china-unionpay,1
642-33-1091,americanexpress,1
642-33-1091,jcb,1
642-33-1091,visa,1
642-81-4239,diners-club-enroute,1
642-81-4239,maestro,1
645-59-9929,americanexpress,1
645-59-9929,jcb,1
645-59-9929,mastercard,1
646-47-1882,diners-club-carte-blanche,1
646-47-1882,maestro,1
646-47-1882,mastercard,1
648-02-1181,jcb,2
648-02-1181,mastercard,1
648-58-1379,diners-club-carte-blanche,1
648-58-1379,jcb,1
648-70-8397,americanexpress,1
648-70-8397,diners-club-enroute,1
648-78-5968,americanexpress,1
648-78-5968,maestro,1
649-60-5127,bankcard,1
649-60-5127,jcb,1
649-63-6253,diners-club-enroute,1
649-63-6253,jcb,1
649-63-6253,mastercard,1
650-76-9280,china-unionpay,1
650-76-9280,jcb,2
650-76-9280,mastercard,1
650-85-1432,jcb,1
650-85-1432,mastercard,1
650-99-8269,jcb,2
650-99-8269,maestro,1
651-12-3601,bankcard,1
651-12-3601,diners-club-enroute,1
654-04-2684,jcb,2
655-36-9419,jcb,2
655-83-1781,americanexpress,1
655-83-1781,mastercard,1
657-14-3080,diners-club-carte-blanche,1
657-14-3080,switch,1
658-55-6595,maestro,1
658-55-6595,mastercard,1
658-64-2498,china-unionpay,1
658-64-2498,jcb,1
659-04-6343,bankcard,1
659-04-6343,jcb,2
659-40-3882,jcb,2
660-51-4889,jcb,2
660-98-5135,diners-club-enroute,1
660-98-5135,jcb,1
661-15-3953,jcb,1
661-15-3953,laser,1
661-97-6924,china-unionpay,1
661-97-6924,jcb,2
662-09-4878,jcb,2
662-41-1619,jcb,1
662-41-1619,visa-electron,1
662-79-1960,diners-club-international,1
662-79-1960,jcb,1
663-21-3830,instapayment,1
663-21-3830,mastercard,1
663-21-3830,visa-electron,1
664-41-9065,jcb,1
664-41-9065,switch,1
664-64-5088,jcb,1
664-64-5088,solo,1
665-22-4206,diners-club-carte-blanche,1
665-22-4206,mastercard,1
665-93-4621,bankcard,1
665-93-4621,jcb,1
665-93-4621,laser,1
668-26-0247,jcb,2
669-21-1635,instapayment,1
669-21-1635,visa-electron,1
669-64-7098,diners-club-carte-blanche,1
669-64-7098,jcb,2
669-90-9092,china-unionpay,1
669-90-9092,jcb,1
671-31-6094,americanexpress,1
671-31-6094,jcb,1
671-31-6094,maestro,1
671-86-9135,bankcard,1
671-86-9135,jcb,1
672-23-5410,jcb,2
672-48-9836,jcb,2
673-04-2871,diners-club-enroute,1
673-04-2871,switch,1
673-62-6874,china-unionpay,1
673-62-6874,mastercard,1
673-81-9459,jcb,2
673-90-2982,diners-club-carte-blanche,1
673-90-2982,mastercard,1
673-91-9456,jcb,1
673-91-9456,maestro,1
674-42-0091,china-unionpay,1
674-42-0091,maestro,1
674-62-0845,americanexpress,1
674-62-0845,jcb,1
675-52-0937,jcb,2
676-92-1882,diners-club-us-ca,1
676-92-1882,jcb,1
677-12-3554,jcb,1
677-12-3554,visa-electron,1
677-84-5218,jcb,2
677-97-3334,jcb,1
677-97-3334,maestro,1
678-51-5743,bankcard,1
678-51-5743,jcb,1
678-72-1762,laser,1
678-72-1762,visa-electron,1
678-75-6018,solo,1
678-75-6018,switch,1
680-28-7652,jcb,1
680-28-7652,visa-electron,1
681-76-6788,bankcard,1
681-76-6788,china-unionpay,1
681-76-6788,jcb,1
682-71-9085,diners-club-enroute,1
682-71-9085,jcb,1
682-91-9429,mastercard,1
682-91-9429,visa-electron,1
683-02-0549,americanexpress,1
683-02-0549,jcb,1
683-06-0772,diners-club-us-ca,1
683-06-0772,mastercard,1
683-88-3286,diners-club-international,1
683-88-3286,instapayment,1
683-88-3286,jcb,2
684-21-0895,diners-club-carte-blanche,1
684-21-0895,jcb,1
684-35-9883,jcb,2
684-39-9173,diners-club-enroute,1
684-39-9173,jcb,1
685-36-5301,instapayment,1
685-36-5301,jcb,1
686-19-3662,jcb,2
687-05-9113,china-unionpay,1
687-05-9113,jcb,1
688-34-2185,visa,2
688-78-5201,jcb,2
689-03-4399,americanexpress,1
689-03-4399,jcb,1
690-51-8347,jcb,2
691-27-0274,jcb,1
691-27-0274,laser,1
692-10-7799,jcb,1
692-10-7799,mastercard,1
693-04-2091,americanexpress,1
693-04-2091,jcb,1
693-91-9862,jcb,2
695-13-1338,laser,1
695-13-1338,maestro,1
695-13-1338,visa-electron,1
695-88-0011,diners-club-carte-blanche,1
695-88-0011,mastercard,2
695-92-9828,jcb,1
695-92-9828,mastercard,1
695-95-5137,diners-club-us-ca,1
695-95-5137,jcb,1
696-37-7580,jcb,1
696-37-7580,switch,1
696-43-0960,solo,1
696-43-0960,visa,1
696-86-0666,china-unionpay,1
696-86-0666,diners-club-international,1
696-86-0666,visa-electron,1
697-80-6217,diners-club-carte-blanche,1
697-80-6217,diners-club-enroute,1
697-80-6217,mastercard,1
698-04-3319,jcb,2
698-38-0995,instapayment,1
698-38-0995,jcb,2
699-12-5544,bankcard,1
699-12-5544,jcb,1
699-14-5584,jcb,1
699-14-5584,maestro,1
699-24-8484,diners-club-carte-blanche,1
699-24-8484,jcb,1
700-25-5005,jcb,2
700-29-9950,jcb,1
700-29-9950,visa-electron,1
700-57-1665,bankcard,1
700-57-1665,switch,1
700-59-4995,americanexpress,1
700-59-4995,diners-club-carte-blanche,1
700-59-4995,visa-electron,1
701-15-0451,switch,1
701-15-0451,visa,1
701-34-1635,americanexpress,1
701-34-1635,visa-electron,1
701-88-4533,diners-club-carte-blanche,1
701-88-4533,jcb,1
701-88-8247,diners-club-carte-blanche,1
701-88-8247,diners-club-international,1
702-03-0356,americanexpress,1
702-03-0356,jcb,1
702-03-0356,visa,1
